order_id,order_date,period,customer_id,product_id,quantity,unit_price_eur,line_amount_eur,collection,category,period_rank
ORD00432,2025-01-03,2025Q1,31931511,4211-01lola,3,3.17,9.51,Lola Games Back Door Collection Black Edition,anal,1
ORD00432,2025-01-03,2025Q1,31931511,8017-03lola,1,7.7,7.7,Lola games Spice It Up,anal,1
ORD00483,2025-01-03,2025Q1,17507864,7015-01lola,4,4.66,18.64,Lola Games Real,other,1
ORD00483,2025-01-03,2025Q1,17507864,7905-01lola,4,12.2,48.8,Lola games Fantasy,clitoral_stimulator,1
ORD00483,2025-01-03,2025Q1,17507864,7913-03lola,4,14.67,58.68,Lola games Fantasy,clitoral_stimulator,1
ORD00258,2025-01-04,2025Q1,60806024,4204-01lola,2,4.61,9.22,Lola Games Back Door Collection Black Edition,anal,1
ORD00258,2025-01-04,2025Q1,60806024,9210-02lola,1,24.9,24.9,Lola Games Cupcake,clitoral_stimulator,1
ORD00266,2025-01-04,2025Q1,84093639,1140-03lola,4,3.19,12.76,Lola Games Party Hard,lubricant,1
ORD00266,2025-01-04,2025Q1,84093639,4000-08lola,4,2.61,10.44,Lola Games Natural Wellness,other,1
ORD00384,2025-01-04,2025Q1,99949389,1087-01lola,5,5.9,29.5,Lola Games Party Hard,other,1
ORD00384,2025-01-04,2025Q1,99949389,4102-03lola,6,3.02,18.12,Lola games First Time,anal,1
ORD00384,2025-01-04,2025Q1,99949389,9300-01lola,5,16.9,84.5,Lola Games Liberty,other,1
ORD00405,2025-01-04,2025Q1,91756179,9210-03lola,1,24.9,24.9,Lola Games Cupcake,clitoral_stimulator,1
ORD00242,2025-01-05,2025Q1,15831819,1120-01lola,1,3.91,3.91,Lola Games Party Hard,other,1
ORD00242,2025-01-05,2025Q1,15831819,1142-01lola,1,2.74,2.74,Lola Games Party Hard,other,1
ORD00242,2025-01-05,2025Q1,15831819,4000-13lola,4,2.61,10.44,Lola Games Natural Wellness,other,1
ORD00313,2025-01-05,2025Q1,40587988,4028-02lola,3,5.36,16.08,Lola games Diamond,anal,1
ORD00313,2025-01-05,2025Q1,40587988,8072-03lola,3,6.86,20.58,Lola Games Marshmallow,masturbator,1
ORD00455,2025-01-05,2025Q1,46231783,4000-11lola,4,2.61,10.44,Lola Games Natural Wellness,other,1
ORD00455,2025-01-05,2025Q1,46231783,4010-02lola,2,4.52,9.04,Lola games Diamond,anal,1
ORD00455,2025-01-05,2025Q1,46231783,7705-01indeep,3,6.91,20.73,Indeep,other,1
ORD00455,2025-01-05,2025Q1,46231783,8076-03lola,5,6.86,34.3,Lola Games Marshmallow,masturbator,1
ORD00012,2025-01-06,2025Q1,46913810,2043-04lola,1,6.3,6.3,Lola Games Flow,dildo,1
ORD00012,2025-01-06,2025Q1,46913810,5001-03lola,2,4.05,8.1,Lola games First Time,anal,1
ORD00182,2025-01-06,2025Q1,30868105,4000-03lola,2,6.16,12.32,Lola Games Natural Wellness,other,1
ORD00182,2025-01-06,2025Q1,30868105,4020-02lola,3,9.74,29.22,Lola games Diamond,anal,1
ORD00182,2025-01-06,2025Q1,30868105,7372-03lola,3,4.1,12.3,Lola Games Marshmallow,masturbator,1
ORD00298,2025-01-06,2025Q1,35808537,5008-01lola,1,6.62,6.62,Lola games First Time,anal,1
ORD00298,2025-01-06,2025Q1,35808537,7373-01lola,1,4.1,4.1,Lola Games Marshmallow,masturbator,1
ORD00298,2025-01-06,2025Q1,35808537,8071-02lola,4,6.86,27.44,Lola Games Marshmallow,masturbator,1
ORD00336,2025-01-06,2025Q1,61019678,1174-01lola,2,4.9,9.8,Lola Games Vanilla,other,1
ORD00336,2025-01-06,2025Q1,61019678,4000-02lola,3,6.16,18.48,Lola Games Natural Wellness,other,1
ORD00336,2025-01-06,2025Q1,61019678,4009-06lola,3,3.73,11.19,Lola games Diamond,anal,1
ORD00366,2025-01-06,2025Q1,59684848,7012-02lola,3,4.84,14.52,Lola Games Homme,masturbator,1
ORD00366,2025-01-06,2025Q1,59684848,7016-01lola,1,4.66,4.66,Lola Games Real,other,1
ORD00112,2025-01-07,2025Q1,83140807,1200-03lola,2,7.43,14.86,Lola Games Pure Passion,other,1
ORD00112,2025-01-07,2025Q1,83140807,4000-15lola,1,2.61,2.61,Lola Games Natural Wellness,other,1
ORD00112,2025-01-07,2025Q1,83140807,4204-01lola,2,4.61,9.22,Lola Games Back Door Collection Black Edition,anal,1
ORD00112,2025-01-07,2025Q1,83140807,6002-01lola,4,6.26,25.04,Lola Games Nudes,dildo,1
ORD00130,2025-01-07,2025Q1,70291817,1302-03lola,2,6.57,13.14,Lola Games Pure Passion,other,1
ORD00130,2025-01-07,2025Q1,70291817,4021-02lola,4,4.5,18.0,Lola games Diamond,anal,1
ORD00130,2025-01-07,2025Q1,70291817,8016-05lola,3,8.37,25.11,Lola games Spice It Up,anal,1
ORD00194,2025-01-07,2025Q1,55176955,7080-04lola,4,7.31,29.24,Lola Games Intergalactic,dildo,1
ORD00194,2025-01-07,2025Q1,55176955,8022-03lola,3,24.0,72.0,Lola games Spice It Up,anal,1
ORD00322,2025-01-07,2025Q1,20709497,2101-08lola,2,8.21,16.42,Lola games Satisfaction,masturbator,1
ORD00322,2025-01-07,2025Q1,20709497,4206-03lola,1,3.47,3.47,Lola Games Back Door Collection Black Edition,anal,1
ORD00342,2025-01-07,2025Q1,47308985,1141-01lola,2,2.74,5.48,Lola Games Party Hard,bdsm,1
ORD00342,2025-01-07,2025Q1,47308985,2041-03lola,6,13.99,83.94,Lola Games Flow,dildo,1
ORD00342,2025-01-07,2025Q1,47308985,4011-08lola,6,2.63,15.78,Lola games Emotions,anal,1
ORD00342,2025-01-07,2025Q1,47308985,9901-03lola,4,8.24,32.96,Lola Games Pearl,dildo,1
ORD00369,2025-01-07,2025Q1,59684848,2040-03lola,3,9.18,27.54,Lola Games Flow,dildo,1
ORD00369,2025-01-07,2025Q1,59684848,2047-02lola,3,4.79,14.37,Lola Games Flow,dildo,1
ORD00369,2025-01-07,2025Q1,59684848,4000-01lola,1,6.16,6.16,Lola Games Natural Wellness,other,1
ORD00416,2025-01-07,2025Q1,81691040,1175-01lola,4,4.9,19.6,Lola Games Vanilla,other,1
ORD00416,2025-01-07,2025Q1,81691040,4000-11lola,4,2.61,10.44,Lola Games Natural Wellness,other,1
ORD00416,2025-01-07,2025Q1,81691040,8017-05lola,2,8.17,16.34,Lola games Spice It Up,anal,1
ORD00496,2025-01-07,2025Q1,52339391,1018-02lola,4,26.3,105.2,Lola Games Wand,vibrator,1
ORD00496,2025-01-07,2025Q1,52339391,1202-02lola,6,14.06,84.36,Lola Games Pure Passion,other,1
ORD00496,2025-01-07,2025Q1,52339391,8011-01lola,5,5.54,27.7,Lola games Spice It Up,anal,1
ORD00496,2025-01-07,2025Q1,52339391,9603-02lola,1,12.49,12.49,Lola games Universe,vibrator,1
ORD00033,2025-01-08,2025Q1,23756669,1102-01lola,2,5.56,11.12,Lola Games Party Hard,bdsm,1
ORD00033,2025-01-08,2025Q1,23756669,2047-03lola,6,4.79,28.74,Lola Games Flow,dildo,1
ORD00033,2025-01-08,2025Q1,23756669,4028-02lola,2,5.36,10.72,Lola games Diamond,anal,1
ORD00122,2025-01-08,2025Q1,39587039,4028-01lola,4,5.36,21.44,Lola games Diamond,anal,1
ORD00122,2025-01-08,2025Q1,39587039,9300-01lola,4,16.9,67.6,Lola Games Liberty,other,1
ORD00249,2025-01-08,2025Q1,81971316,1176-01lola,3,3.46,10.38,Lola Games Vanilla,other,1
ORD00249,2025-01-08,2025Q1,81971316,8010-03lola,1,4.27,4.27,Lola games Spice It Up,anal,1
ORD00249,2025-01-08,2025Q1,81971316,9020-02lola,2,5.65,11.3,Lola Games Take it Easy,clitoral_stimulator,1
ORD00294,2025-01-08,2025Q1,87490893,2043-02lola,4,6.3,25.2,Lola Games Flow,dildo,1
ORD00294,2025-01-08,2025Q1,87490893,4108-03lola,3,2.79,8.37,Lola games First Time,anal,1
ORD00294,2025-01-08,2025Q1,87490893,7372-01lola,3,4.1,12.3,Lola Games Marshmallow,masturbator,1
ORD00466,2025-01-08,2025Q1,95899313,4011-08lola,2,2.63,5.26,Lola games Emotions,anal,1
ORD00466,2025-01-08,2025Q1,95899313,4213-01lola,4,3.46,13.84,Lola Games Back Door Collection Black Edition,anal,1
ORD00472,2025-01-08,2025Q1,84752529,4000-01lola,2,6.16,12.32,Lola Games Natural Wellness,other,1
ORD00472,2025-01-08,2025Q1,84752529,4024-02lola,2,4.5,9.0,Lola games Diamond,anal,1
ORD00472,2025-01-08,2025Q1,84752529,5002-02lola,2,2.77,5.54,Lola games First Time,anal,1
ORD00472,2025-01-08,2025Q1,84752529,5008-03lola,3,6.62,19.86,Lola games First Time,anal,1
ORD00478,2025-01-08,2025Q1,53524491,1174-01lola,1,4.9,4.9,Lola Games Vanilla,other,1
ORD00478,2025-01-08,2025Q1,53524491,7006-01lola,4,5.08,20.32,Lola Games Homme,other,1
ORD00042,2025-01-09,2025Q1,83197857,4213-01lola,2,3.46,6.92,Lola Games Back Door Collection Black Edition,anal,1
ORD00063,2025-01-09,2025Q1,14265799,2045-03lola,2,3.65,7.3,Lola Games Flow,dildo,1
ORD00063,2025-01-09,2025Q1,14265799,4222-01lola,5,3.65,18.25,Lola Games Back Door Collection Black Edition,anal,1
ORD00063,2025-01-09,2025Q1,14265799,5008-02lola,6,6.62,39.72,Lola games First Time,anal,1
ORD00090,2025-01-09,2025Q1,90801586,1168-03lola,6,5.08,30.48,Lola Games Party Hard,bdsm,1
ORD00090,2025-01-09,2025Q1,90801586,2047-02lola,6,4.79,28.74,Lola Games Flow,dildo,1
ORD00090,2025-01-09,2025Q1,90801586,4000-08lola,5,2.61,13.05,Lola Games Natural Wellness,other,1
ORD00090,2025-01-09,2025Q1,90801586,5006-02lola,4,6.3,25.2,Lola games First Time,anal,1
ORD00166,2025-01-09,2025Q1,55667651,1140-02lola,6,3.19,19.14,Lola Games Party Hard,lubricant,1
ORD00166,2025-01-09,2025Q1,55667651,4000-07lola,5,2.61,13.05,Lola Games Natural Wellness,other,1
ORD00166,2025-01-09,2025Q1,55667651,4009-03lola,2,3.73,7.46,Lola games Diamond,anal,1
ORD00166,2025-01-09,2025Q1,55667651,8011-03lola,2,5.54,11.08,Lola games Spice It Up,anal,1
ORD00262,2025-01-09,2025Q1,20576383,3013-02lola,3,7.96,23.88,Lola games Love Story,vaginal_balls,1
ORD00262,2025-01-09,2025Q1,20576383,4202-01lola,2,4.84,9.68,Lola Games Back Door Collection Black Edition,anal,1
ORD00262,2025-01-09,2025Q1,20576383,8022-03lola,2,24.0,48.0,Lola games Spice It Up,anal,1
ORD00269,2025-01-09,2025Q1,84093639,8008-03lola,3,2.75,8.25,Lola games Spice It Up,anal,1
ORD00269,2025-01-09,2025Q1,84093639,9602-02lola,3,12.49,37.47,Lola games Universe,vibrator,1
ORD00358,2025-01-09,2025Q1,58966946,1146-02lola,6,2.99,17.94,Lola Games Party Hard,other,1
ORD00358,2025-01-09,2025Q1,58966946,1171-01lola,2,2.32,4.64,Lola Games Vanilla,other,1
ORD00358,2025-01-09,2025Q1,58966946,1303-02lola,6,5.42,32.52,Lola Games Pure Passion,other,1
ORD00358,2025-01-09,2025Q1,58966946,4206-02lola,6,3.47,20.82,Lola Games Back Door Collection Black Edition,anal,1
ORD00358,2025-01-09,2025Q1,58966946,8018-04lola,6,7.87,47.22,Lola games Spice It Up,anal,1
ORD00389,2025-01-09,2025Q1,96977837,1146-01lola,4,2.99,11.96,Lola Games Party Hard,other,1
ORD00389,2025-01-09,2025Q1,96977837,1205-01lola,3,7.74,23.22,Lola Games Pure Passion,other,1
ORD00389,2025-01-09,2025Q1,96977837,3013-01lola,6,7.96,47.76,Lola games Love Story,vaginal_balls,1
ORD00389,2025-01-09,2025Q1,96977837,8073-03lola,4,6.86,27.44,Lola Games Marshmallow,masturbator,1
ORD00389,2025-01-09,2025Q1,96977837,9020-01lola,3,5.65,16.95,Lola Games Take it Easy,clitoral_stimulator,1
ORD00393,2025-01-09,2025Q1,96977837,3011-03lola,6,7.56,45.36,Lola games Love Story,vaginal_balls,1
ORD00393,2025-01-09,2025Q1,96977837,3013-03lola,5,7.96,39.8,Lola games Love Story,vaginal_balls,1
ORD00393,2025-01-09,2025Q1,96977837,7083-02lola,5,7.33,36.65,Lola Games Intergalactic,dildo,1
ORD00393,2025-01-09,2025Q1,96977837,9601-02lola,5,12.49,62.45,Lola games Universe,vibrator,1
ORD00043,2025-01-10,2025Q1,83197857,4028-01lola,2,5.36,10.72,Lola games Diamond,anal,1
ORD00043,2025-01-10,2025Q1,83197857,8015-01lola,3,8.96,26.88,Lola games Spice It Up,anal,1
ORD00067,2025-01-10,2025Q1,13999315,1303-03lola,6,5.42,32.52,Lola Games Pure Passion,other,1
ORD00067,2025-01-10,2025Q1,13999315,2101-13lola,5,13.79,68.95,Lola games Satisfaction,masturbator,1
ORD00067,2025-01-10,2025Q1,13999315,4000-03lola,6,6.16,36.96,Lola Games Natural Wellness,other,1
ORD00080,2025-01-10,2025Q1,77827638,4000-11lola,1,2.61,2.61,Lola Games Natural Wellness,other,1
ORD00080,2025-01-10,2025Q1,77827638,9602-01lola,3,12.49,37.47,Lola games Universe,vibrator,1
ORD00117,2025-01-10,2025Q1,66306997,1102-01lola,2,5.56,11.12,Lola Games Party Hard,bdsm,1
ORD00117,2025-01-10,2025Q1,66306997,4206-02lola,1,3.47,3.47,Lola Games Back Door Collection Black Edition,anal,1
ORD00178,2025-01-10,2025Q1,47295260,1149-01lola,2,3.94,7.88,Lola Games Party Hard,nipple_toy,1
ORD00178,2025-01-10,2025Q1,47295260,2040-01lola,2,9.18,18.36,Lola Games Flow,dildo,1
ORD00235,2025-01-10,2025Q1,45503389,1085-01lola,6,5.54,33.24,Lola Games Party Hard,other,1
ORD00235,2025-01-10,2025Q1,45503389,4108-01lola,3,2.79,8.37,Lola games First Time,anal,1
ORD00235,2025-01-10,2025Q1,45503389,9020-01lola,5,5.65,28.25,Lola Games Take it Easy,clitoral_stimulator,1
ORD00268,2025-01-10,2025Q1,84093639,4000-01lola,3,6.16,18.48,Lola Games Natural Wellness,other,1
ORD00268,2025-01-10,2025Q1,84093639,4000-06lola,2,2.61,5.22,Lola Games Natural Wellness,other,1
ORD00305,2025-01-10,2025Q1,19335534,4207-03lola,1,2.7,2.7,Lola Games Back Door Collection Black Edition,anal,1
ORD00305,2025-01-10,2025Q1,19335534,6000-01lola,2,5.9,11.8,Lola Games Nudes,dildo,1
ORD00305,2025-01-10,2025Q1,19335534,8014-04lola,3,8.96,26.88,Lola games Spice It Up,anal,1
ORD00305,2025-01-10,2025Q1,19335534,9021-09lola,3,17.05,51.15,Lola Games Take it Easy,vaginal_balls,1
ORD00314,2025-01-10,2025Q1,40587988,4000-12lola,4,2.61,10.44,Lola Games Natural Wellness,other,1
ORD00314,2025-01-10,2025Q1,40587988,4108-03lola,4,2.79,11.16,Lola games First Time,anal,1
ORD00378,2025-01-10,2025Q1,99949389,1165-01lola,6,2.34,14.04,Lola Games Party Hard,other,1
ORD00378,2025-01-10,2025Q1,99949389,4202-01lola,4,4.84,19.36,Lola Games Back Door Collection Black Edition,anal,1
ORD00378,2025-01-10,2025Q1,99949389,6000-01lola,2,5.9,11.8,Lola Games Nudes,dildo,1
ORD00378,2025-01-10,2025Q1,99949389,9300-01lola,3,16.9,50.7,Lola Games Liberty,other,1
ORD00425,2025-01-10,2025Q1,42857966,1101-01lola,4,4.57,18.28,Lola Games Party Hard,bdsm,1
ORD00425,2025-01-10,2025Q1,42857966,1202-02lola,6,14.06,84.36,Lola Games Pure Passion,other,1
ORD00425,2025-01-10,2025Q1,42857966,4000-15lola,6,2.61,15.66,Lola Games Natural Wellness,other,1
ORD00425,2025-01-10,2025Q1,42857966,7372-01lola,5,4.1,20.5,Lola Games Marshmallow,masturbator,1
ORD00152,2025-01-11,2025Q1,31429110,2047-04lola,6,4.79,28.74,Lola Games Flow,dildo,1
ORD00152,2025-01-11,2025Q1,31429110,5006-03lola,5,6.3,31.5,Lola games First Time,anal,1
ORD00152,2025-01-11,2025Q1,31429110,6008-01lola,5,6.84,34.2,Lola Games Nudes,dildo,1
ORD00221,2025-01-11,2025Q1,91030736,1086-01lola,6,6.68,40.08,Lola Games Party Hard,other,1
ORD00221,2025-01-11,2025Q1,91030736,1141-03lola,2,2.74,5.48,Lola Games Party Hard,bdsm,1
ORD00221,2025-01-11,2025Q1,91030736,4222-01lola,6,3.65,21.9,Lola Games Back Door Collection Black Edition,anal,1
ORD00221,2025-01-11,2025Q1,91030736,7200-03lola,3,17.32,51.96,Lola Games MiMi Animals,clitoral_stimulator,1
ORD00221,2025-01-11,2025Q1,91030736,8013-02lola,5,3.55,17.75,Lola games Spice It Up,anal,1
ORD00372,2025-01-11,2025Q1,57683626,3007-03lola,1,3.53,3.53,Lola games Love Story,vaginal_balls,1
ORD00372,2025-01-11,2025Q1,57683626,8004-01lola,4,6.95,27.8,Lola games Spice It Up,anal,1
ORD00372,2025-01-11,2025Q1,57683626,9300-01lola,2,16.9,33.8,Lola Games Liberty,other,1
ORD00481,2025-01-11,2025Q1,17507864,1300-03lola,3,5.29,15.87,Lola Games Pure Passion,other,1
ORD00481,2025-01-11,2025Q1,17507864,3011-01lola,1,7.56,7.56,Lola games Love Story,vaginal_balls,1
ORD00481,2025-01-11,2025Q1,17507864,4012-01lola,2,3.73,7.46,Lola games Emotions,anal,1
ORD00481,2025-01-11,2025Q1,17507864,5006-01lola,2,6.3,12.6,Lola games First Time,anal,1
ORD00004,2025-01-12,2025Q1,95822412,4027-01lola,2,3.6,7.2,Lola games Diamond,anal,1
ORD00004,2025-01-12,2025Q1,95822412,6007-01lola,1,7.56,7.56,Lola Games Nudes,dildo,1
ORD00054,2025-01-12,2025Q1,89254563,1202-01lola,2,14.06,28.12,Lola Games Pure Passion,other,1
ORD00054,2025-01-12,2025Q1,89254563,4227-01lola,4,3.92,15.68,Lola Games Vanilla,anal,1
ORD00106,2025-01-12,2025Q1,97226012,4021-02lola,3,4.5,13.5,Lola games Diamond,anal,1
ORD00106,2025-01-12,2025Q1,97226012,4108-01lola,2,2.79,5.58,Lola games First Time,anal,1
ORD00217,2025-01-12,2025Q1,56164955,4104-01lola,2,3.22,6.44,Lola games First Time,anal,1
ORD00217,2025-01-12,2025Q1,56164955,6900-02lola,5,10.4,52.0,Lola games Discovery,vacuum_pump,1
ORD00217,2025-01-12,2025Q1,56164955,7705-01indeep,3,6.91,20.73,Indeep,other,1
ORD00217,2025-01-12,2025Q1,56164955,8076-02lola,2,6.86,13.72,Lola Games Marshmallow,masturbator,1
ORD00232,2025-01-12,2025Q1,45503389,3010-02lola,3,4.27,12.81,Lola games Love Story,vaginal_balls,1
ORD00232,2025-01-12,2025Q1,45503389,7705-01indeep,3,6.91,20.73,Indeep,other,1
ORD00232,2025-01-12,2025Q1,45503389,9900-02lola,5,8.42,42.1,Lola Games Pearl,dildo,1
ORD00232,2025-01-12,2025Q1,45503389,9903-01lola,4,6.7,26.8,Lola Games Pearl,dildo,1
ORD00276,2025-01-12,2025Q1,94374605,5001-01lola,3,3.08,9.24,Lola games First Time,anal,1
ORD00276,2025-01-12,2025Q1,94374605,7371-01lola,2,4.1,8.2,Lola Games Marshmallow,masturbator,1
ORD00276,2025-01-12,2025Q1,94374605,7705-01indeep,1,6.91,6.91,Indeep,other,1
ORD00419,2025-01-12,2025Q1,42857966,1145-01lola,3,2.34,7.02,Lola Games Party Hard,other,1
ORD00419,2025-01-12,2025Q1,42857966,1200-02lola,6,5.31,31.86,Lola Games Pure Passion,other,1
ORD00419,2025-01-12,2025Q1,42857966,8009-03lola,5,7.07,35.35,Lola games Spice It Up,anal,1
ORD00419,2025-01-12,2025Q1,42857966,9300-02lola,3,16.9,50.7,Lola Games Liberty,other,1
ORD00474,2025-01-12,2025Q1,39476249,1145-01lola,6,2.34,14.04,Lola Games Party Hard,other,1
ORD00474,2025-01-12,2025Q1,39476249,2101-19lola,3,8.89,26.67,Lola games Satisfaction,masturbator,1
ORD00474,2025-01-12,2025Q1,39476249,4000-01lola,5,6.16,30.8,Lola Games Natural Wellness,other,1
ORD00474,2025-01-12,2025Q1,39476249,4000-04lola,5,6.16,30.8,Lola Games Natural Wellness,other,1
ORD00474,2025-01-12,2025Q1,39476249,4108-03lola,2,2.79,5.58,Lola games First Time,anal,1
ORD00502,2025-01-12,2025Q1,45935572,2044-03lola,4,4.99,19.96,Lola Games Flow,dildo,1
ORD00502,2025-01-12,2025Q1,45935572,2044-04lola,1,4.99,4.99,Lola Games Flow,dildo,1
ORD00502,2025-01-12,2025Q1,45935572,7010-02lola,3,4.84,14.52,Lola Games Homme,masturbator,1
ORD00502,2025-01-12,2025Q1,45935572,7011-01lola,2,4.84,9.68,Lola Games Homme,masturbator,1
ORD00068,2025-01-13,2025Q1,13999315,2044-01lola,3,4.99,14.97,Lola Games Flow,dildo,1
ORD00068,2025-01-13,2025Q1,13999315,2101-11lola,6,17.5,105.0,Lola games Satisfaction,masturbator,1
ORD00068,2025-01-13,2025Q1,13999315,4102-02lola,6,3.04,18.24,Lola games First Time,anal,1
ORD00212,2025-01-13,2025Q1,58181396,1130-01lola,3,2.79,8.37,Lola Games Party Hard,other,1
ORD00212,2025-01-13,2025Q1,58181396,3636-03lola,1,1.98,1.98,Lola Games Burlesque,other,1
ORD00212,2025-01-13,2025Q1,58181396,4024-02lola,1,4.5,4.5,Lola games Diamond,anal,1
ORD00323,2025-01-13,2025Q1,20709497,1176-01lola,2,3.46,6.92,Lola Games Vanilla,other,1
ORD00323,2025-01-13,2025Q1,20709497,1204-03lola,3,12.17,36.51,Lola Games Pure Passion,other,1
ORD00323,2025-01-13,2025Q1,20709497,4201-01lola,2,4.21,8.42,Lola Games Back Door Collection Black Edition,anal,1
ORD00008,2025-01-14,2025Q1,24942603,2045-03lola,4,3.65,14.6,Lola Games Flow,dildo,1
ORD00008,2025-01-14,2025Q1,24942603,2101-12lola,1,8.87,8.87,Lola games Satisfaction,masturbator,1
ORD00140,2025-01-14,2025Q1,89089901,4102-03lola,2,3.02,6.04,Lola games First Time,anal,1
ORD00140,2025-01-14,2025Q1,89089901,6900-02lola,6,10.4,62.4,Lola games Discovery,vacuum_pump,1
ORD00140,2025-01-14,2025Q1,89089901,7371-03lola,6,4.1,24.6,Lola Games Marshmallow,masturbator,1
ORD00140,2025-01-14,2025Q1,89089901,8010-03lola,2,4.27,8.54,Lola games Spice It Up,anal,1
ORD00189,2025-01-14,2025Q1,38898923,7701-06indeep,2,14.89,29.78,Indeep,vibrator,1
ORD00189,2025-01-14,2025Q1,38898923,7702-07indeep,2,14.89,29.78,Indeep,vibrator,1
ORD00302,2025-01-14,2025Q1,19335534,8001-02lola,4,3.55,14.2,Lola games Spice It Up,anal,1
ORD00302,2025-01-14,2025Q1,19335534,8015-04lola,4,8.32,33.28,Lola games Spice It Up,anal,1
ORD00317,2025-01-14,2025Q1,48840994,4000-09lola,3,2.61,7.83,Lola Games Natural Wellness,other,1
ORD00317,2025-01-14,2025Q1,48840994,8015-05lola,1,9.59,9.59,Lola games Spice It Up,anal,1
ORD00032,2025-01-15,2025Q1,28728463,5002-03lola,1,2.77,2.77,Lola games First Time,anal,1
ORD00032,2025-01-15,2025Q1,28728463,6900-04lola,2,10.4,20.8,Lola games Discovery,vacuum_pump,1
ORD00300,2025-01-15,2025Q1,19335534,1169-01lola,3,3.71,11.13,Lola Games Vanilla,bdsm,1
ORD00300,2025-01-15,2025Q1,19335534,2043-03lola,2,6.3,12.6,Lola Games Flow,dildo,1
ORD00300,2025-01-15,2025Q1,19335534,4009-02lola,1,3.73,3.73,Lola games Diamond,anal,1
ORD00486,2025-01-15,2025Q1,40742311,9900-02lola,3,8.42,25.26,Lola Games Pearl,dildo,1
ORD00158,2025-01-16,2025Q1,31429110,2101-04lola,4,15.52,62.08,Lola games Satisfaction,masturbator,1
ORD00158,2025-01-16,2025Q1,31429110,3006-05lola,3,4.27,12.81,Lola games Love Story,vaginal_balls,1
ORD00158,2025-01-16,2025Q1,31429110,3010-03lola,5,4.27,21.35,Lola games Love Story,vaginal_balls,1
ORD00158,2025-01-16,2025Q1,31429110,4000-11lola,3,2.61,7.83,Lola Games Natural Wellness,other,1
ORD00158,2025-01-16,2025Q1,31429110,7372-03lola,3,4.1,12.3,Lola Games Marshmallow,masturbator,1
